Title,Review
Masterpiece,This is a movie you got to watch in a life time. It is a great movie that indicates comic book movie can be this good2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
All I can say is wow,Just finished watching it and honestly what an amazing film. I really didn't know what to expect from this film but I am so glad I watched it cinematography and the acting was unbelievable I would recommend to everybody !!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
"At the rate we're going, we deserve the Joker","This movie is just unbelievable. I saw this movie after reading through endless articles praising it. I was so hyped up for this movie that I was bothered my own hype for it would cause me to be disappointed. However, the reverse happened and I'm surprised at how much my own expectations were exceeded.Do yourselves a favor and watch it on the big screen just to give the studio a little contribution of your own. This is the kind of film that has to be encouraged. Else, all we'll get is Avengers 200 and Avatar 10.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Wow..That's it..,Great story and a really great ending for a continued sequel.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
The best depiction to date.,"Joaquin Phoenix gives an outstanding performance as the joker... This film is a masterpiece of how to tell a story that will allow the viewer to watch and feel every bit of emotion, every bit of anger and feel the sadness and frustration of person trying to survive in a city that ridicules and abuses him... The casting in the movie is perfect... I really hope we get another film allowing us to see the progression of this character... Heather Ledger did a fantastic job of bringing the Joker to life but Joaquin Phoenix takes in to another level.. Best film of 2019..2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
How about 11 stars ?,"Ok folks, this was a job very well done by everyone . Oscar contender in a lot of categories and , most important , a mirror held in the face of today's society . No wonder we have so many nuts with guns killing at random if we treat each other like in this film .
One more thing : the Oscar for Heath Ledger was for his portrayal of a Joker at the top of his madness . This one done brilliantly by Joaquin Phoenix it show us how he became like this . That's for the people comparing to much one with the other .
They are both a work of masterpiece in different parts of time in the life of one poor schmuck . Yeah... i fell a bit of sorry for him like i felt the same for the godfathers of Coppola .2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
A true masterpiece! And the oscar goes to .....,"I went to the theaters with a lot of expectations and I want disappointed .... I was actually blown away by this work of art .This movie was beautifully recorded, acted, and scripted from the opening scene to the ending credits .this movie gave us a new version of the joker that we've never seen before .. it gave the character the backstory he deserved .. and DC gave us the Joker solo movie we deserve... it's an origins story that will make you sympathize with joker,feel pity for him,laugh with him,like him, and of course fear him. This masterpiece was almost 2 hours long packed with a load of emotions .....I cant remember a single minute where i wasn't on the edge of my seat following every movement,every scene and every detail in this performance... and what a performance it was !!!!
Joaquin Phoenix nailed this role to no end, he was brilliant ! when the casting was revealed and we knew that Phoenix was getting the role I thought ""yeah this guy could deliver "" but I never expected this level of awesomeness and genius!
This film is a must see it will be remembered for a very long time ,I think it's by far the movie of the year and i guess both Phoenix and Todd Phillips deserve an academy award for this magnificent masterpiece !!"
One of the best movies I've ever Deen.,"The scenario was magnificent, the actors were wonderfull. Nothing more to say about it.
Best ever.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Simply the best!,"No spoilers, just to say ""watch this movie""! One of the best films I've ever seen and definitely the best acting performance ever by Joaquin. A movie that stays with you, I constantly think about it. Highly recommend. My son and his friends have seen it 3 times in theaters and always discovers something new. Oscar to Joaquin without a doubt. Bloody brilliant!!!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
"What he did was wrong, but was it the right thing to do at the moment ?","The creative liberty given to the director/writers has given a new blend on the way you look at the joker. You don't need to be a fan of DC and/or the joker to engulf in to this epic saga of the journey of a transformation of a character. Every moment you have sympathy with the protagonist, he outsmarts you and surprises with the next move. The cringe it creates what happens next and results in another fiasco.All the time you ask yourself what he did was wrong, but was it the right thing to do at the moment ?
The so cleverly written movie was very well crafted and Joaquin Phoenix deserves all the respect on impersonating the soul of the character, Todd Phillip from his history of making movies has totally changed, He has become joined the big boys league now.
It would be a sin here not to mention clockwork orange and how someone is forcefully made into something, although joker here was more forced by the society.
And finally, Heath Ledger, the joker from the dark Knight, this was how a psychotic mind like him will become after few years past. Saying which one was better is a bad comparison to make. But with all respects to heath ledger, Joaquin Phoenix faced the gradient of character, which gives him the lead."
Favorite horror movie !,Love this ! (It was crazy). Be warned Joker is psychotic! If you can handle the mental delusion of Joker this is a 10/10 horror/thriller movie2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Best movie of the year!!,I'll be able to see this movie over and over again!!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Sublime,"Everything about this movie is outstanding, simply outstanding. From Joaquin's brilliant performance to the lighting, the mood, the music.I never write reviews but this is right up there with the best I've ever seen.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
"Not a movie, but an experience","I was watching this movie in 70mm, and what can I say, it was truly an experience everyone should try. With great acting performances, cinematography, production design, music, story and all that, connects and makes this a wonderful experience.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
10/10 I m coming back to the cinema for this movie,10 out of 10. IT is BRILLIANT. I want to see it again in the cinema and buy the Blu-ray's.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Knock knock,"This is one of the best movies I have ever seen, the use of color and the story were seamless2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Opinion,"Amazing, it's worth every single penny. The directing was excellent.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Real life.,"This film is dark. It is interesting realistically because it outlines poverty, mental health, lack of resources and literally depicts events that could actually happen in real life. This film is not for the weak hearted.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
"""Can you introduce me as joker?""","I remembered a lot of people calling out Joaquin Phoenix for being a potential joker and he sure is.I am not going to make this review long. The script is so fitting, the actors fall perfectly in their role and the cinematography was outstanding. The movie has a masterclass build up. In the build up of the movie they let us feel remorse for Arthur, but slowly we see him turn into someone we would all despite in real life. The music choice and the whole atmosphere in the movie was a story by it self.I am giving this a 10, because they really could have screwed up this movie and I am not greedy in giving ratings.Joaquin Phoenix, you did an amazing job and I would like to thank you for being such a talented actor."
Heath ledger must be smiling from heaven,"Wowww, wowwww , wowwww the hype is real ,One of the best movies i have watched in years. when DC first announced that they are making a new joker movie , I couldn't imagine someone else portraying the joker role rather than Heath , but now after watching the movie , i must say that Joaquin was good as Heath , he was epic , his voice , dance moves , and his lough , omg how did he lough like this , he made it feel so real , you could feel pain and emotions through this lough , just wow , it is an oscar performance.
Now lets talk about the movie , where can i start , first , it is the movie of the year for sure, the score , script , cinematography and ofcourse the acting was perfect , you could clearly see an amazing and well written character development . I really don't understand the negative criticism on joker, saying its too dark and it encourages violence , i mean all of the violent games people play this days , like GTA, call of duty , pubg , fortnite , and people blame the joker being a violent movie ...????
In conclusion , joker was epic , and i give it 10/10 , and it is an oscar material.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Phoenix does it again..,"I was initially sold on on its very first trailer, where I instantly realised that Phoenix's portrayal of Joker's humble beginnings would be another exemplary performance to add to his already prestigious filmography.
Now after seeing the movie in full, my assumptions are confirmed.This was a perfect example of how villains are made. How a history of abuse, trauma and neglect has resulted in a mental illness that has left our protagonist to function as a lonely awkward outsider on the fringes of society.
Most people in such a state are but a shadow of themselves, yet for men like Arthur, having hit rock bottom and awakening to the conclusion of having nothing left to lose, they set themselves free, allowing their alter ego to come out and play. And there's nothing quite as dangerous as a sharp and calculating man who has a few screws loose; loose enough to twist that moral code that most of us keep firmly intact.Although pure perfection, for me, would have it ending 5mins earlier, as he stood on the bonnet of that cop car, amidst the rioting, practically praised as the prince of anarchy. Had the credits rolled right then, in my mind, figuratively speaking, I would have stood up and given an applause consisting of five full-blown claps (that's three claps more than I'm accustomed to giving).I'm happy that this was the movie that the wife and I chose as our date-night outing. Last time we went to the cinema together was 7 months ago and were pretty disappointed with what we watched. But not this time. This time, we praised it all the way back home."
SMILE!!!,"This movie was what I was expecting when I heard phoenix would be the joker, was it violent?? yes, but what isn't!Too many people judged the film before the release date so I'm glad it performed.Did it have influence from other films?? Yes, but all film do.I highly recommend this film to those that like the DC universe for what it is ~ Not Marvel.Why I gave it a 10
*Performance on point.
*Cinematography brilliant.
*NO CGI2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
YOU JUST WOULD NOT GET IT,"Don't remember when was it last time I went out of cinema without speaking with nobody for few minutes, I didn't hear anything people were telling me , I just wanted to absorb it a little more ... wow what a beautiful movie . True modern masterpiece , brilliant acting by Phoenix, superb character development , masterful way of letting the audience identify with what's wrong with today's decadent society ...2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Brilliant!,I don't give many movies 10 /10 but could think how they would improve it. The acting was simply amazing. If there's no oscars then it's a travesty. It dark and scary. Deeply sad and tragic. Violent and bloody. Bloody brilliant is what it is!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Great film!,"De Niro did it first but I ain't mad!
Amazing film, great acting but I felt like I was looking more into the soul of Phoenix not the character- either way I didn't mind.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Brilliant movie,Phenomenal performance I love the DC Comics and this movie is dark and gritty even disturbing at times this movie had me glued to the screen it's that good I didn't want it to end I cant wait for the follow up and apparently the Batman will be introduced and if its has dark has the Joker it will be amazing.10 stars2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
The best of the best,So deep and emotional. Related to every person's life.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Absolute masterpiece and must watch,Excellent story-telling and acting. Takes the joker character to next level.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
"Not a DC fan, but this isn't a comic book movie.","Joaquin Phoenix - amazing performance.So fitting to have DeNiro as a costar, because JP is another DeNiro in the way he inhabits and immerses himself in his role.And like others I felt this was a statement on our current political polarization.Joaquin deserves an Oscar for this performance.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Easy 10,Completely stand alone and stand out. Not a typical sickly comic book movie.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
A must watch,"Give Phoenix an Oscar already. The man is a delightful surprise.
In Greek we say ""actor means light"" that was exactly what this man did for his character, he put some ""light"" into his personality.
One of the best performance I have ever seen.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Brilliant Movie,"This is a brilliant piece of film making. We all know that feeling when you are watching a movie and are totally transfixed to the screen and the situation, and the performance.
There are certain Movie critics in the UK who their editors should haul into their office and say "" What going on. You have given a bad review to a movie that is a smash hit , with many people saying it's a masterpiece.""2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Overwhelming!,"One of the best films I've watched in the last decade or so.
Performances are stellar!
Photography is superb!
The social messages the film promotes are phenomenal!
The soundtrack is so brilliant and fitting!
Do yourself a favor and go watch this film now!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Amazing,This movie was great! I love joaqin as an joker he really captuerd his essance really hoping for a follow up!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
An absolute masterpiece,A god tier performance from Joaquin Phoenix gives us a new look at the Joker.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
A masterpiece indeed!,"I must say that I was very sceptic at first that I was actually going to like this movie, the reason being I was not very much of a Phoenix fun. BUT I was absolutely flabbergasted! His acting, his posture, his movements, his facial expressions - he nailed it, and he really deserves this rating 10. Beautiful shots as well largely contribute to a general feeling, ""Oh, boy, the best two hours of my life.""
The message: look around, 'jokers' are everywhere around us....unfortunately, it's we who make them us) who they are, it's their(our) own families who create jokers, it's the whole society, and the way they treat them from the moment they are born,who makes these Jokers, waiting their moment to explode. He is an antihero, misfortune permeates his whole life, but you simply cannot but sympathize with him...as you sow, so you shall reap.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Joker,This film is crazy and beautiful make you think about mental health and how it can affect someone so much it changes there life2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Bucket list viewing.,"I'd been resisting seeing this film for weeks watching others and admittedly not really enjoying any of them. Finally there was nothing else of interest to watch so off we went.
The opening scene of laughter triggered a painfully visceral sense of discomfort. Like being hit with a 2X4 I was awake and focused. Like many others I did not expect this and I did not expect this from Todd Phillips so my bad on both counts. Powerful, moving and brilliant in many respects this seemed like a curtain going up to reveal a whole new form of film making. I couldn't help think of Dostoevsky's ""The Idiot"" and how it could be re-imagined so that today's audiences would flock to it. Using veils such as ""the Joker"" might just be the vehicle to make it work.
I'm also bemused at peoples comparisons to Heath Ledgers Joker. While the connection seems obvious, I'd suggest Ledger and Phoenix's joker should be judged independently as standalone works of creative brilliance.
Strangely I'm suddenly not interested in watching other comic book stories after seeing the Joker be they DC or Marvel.
If you like myself had/have any preconceived ideas, set them aside and see The Joker."
"Amazing Joaquin, amazing Joker!","I saw the movie last night, it's just one of the best movies i have ever see! And i have seen a lot. Instead of reading these reviews, get a ticket and check out for your self this masterpiece!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Masterpiece,"Amazing as expected! They better give Joaquin Phoenix his Oscar that he deserves, he is the best actor out there!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Perfection...,"...in every second you see and hear(!) the movie. I created this account just for writing this review. If this is not getting at least the Oscar for best sound mixing/editing, score, film editing, cinematography, director, leading role and picture, I'm out of watching movies. To make it short: This is art!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
This movie is just a perfect drama,From the very beginning till the end. Everything is top.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
One word. AMAZING.,That the score has gone below a 9 is an insult. Joker is witout a doubt one of the top 3 movies of all time.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Masterful,"From the beginning to the end, Joker will take you through a journey on how a person can be taken to the brink of insanity. Oscar worthy performance for Joaquin Phoenix, great score, perfect cinematography. Definitely will be part of my collection of great movies you can watch again and again.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
A very deeping movie.,"Joker"" is a 2019 film directed by Todd Phillips.
It is nothing but a message in favor of suffering people, forgotten and marginalized by the rest of society.
Today many people are just a mass of suppressants, selfish, cruel and exploiters towards the weakest needy. The reason why an individual behaves in a certain way does not matter. Only what others have seen count, I learned from third parties without making sure or investigating why he did it.
I hope the world changes.
May everyone realize that we are human beings who tend to do good but unfortunately we should move away from suppressors or those who represent antisocials. I hope everyone can realize how much we can do our best for ourselves and for the welfare of others. And that before judging a sick person, let everyone look inside their soul.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Disturbing piece of art,"This is probably the most disturbing movie I've ever watched. Our point of view in this movie , shows us how society behaves , in the most extreme way.
Joker is no perfect , but so are the people who treat him the way they do. Such a great movie , this is going to last forever.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
"10/10 great movie. Loved it. Will see it again, forget the dopes!","As of writing this there are 317,711 IMDB user votes, of which 9,654 are below 6/10.That's 3% of people that hated this film... for every 100 people, 3 people are C U N T S.Sounds about right in this day and age.10/10 great movie. Loved it. Will see it again, forget the dopes!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Good old Dark DC,"If you liked watchmen, you would love this.
Meaningful.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Unmissable,Phoenix is superb. The film is awesome. There're not many films I would pay to go back and see but this is one. I despise superhero films with a passion...this is NOT one. It's in a class of its own.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Joaguin Phoenix is on another level !,"Best joker I've ever seen. Simply the masterpiece.
the actor Joaquin is whorthy an oscar.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
WoW!!!!,Phoenix deserves an Oscar!!! ... his acting was outstanding!!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Exactly what we needed.,"I understand the reasons for this movie sitting as a center for controversy, but for it's purpose of putting you in the shoes of a broken sociopath, you should expect nothing less than to feel uncomfortable. And it made me feel uncomfortable, in a way I wouldn't have dared to resist. I knew that experiencing his emotions would not only come with feelings of defeat and brokenness, but also the waking terror of a supervillain. It was perfect as an introduction for such a dark and derranged character, and shouldn't be seen as any less; Joker, as Pheonix or Ledger, will never be underestimated again with the new insight provided to his personal life.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Awesome,Excellent movie I enjoyed every bit of it. The acting was phenomenal. Go see this you won't be disappointed.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
BRILLIANT,"Brilliant, simply brilliant. Pheonix is a breath of fresh air in an otherwise stale year of acting. The movie is slow paced, working on the progression into madness by a man who has been subjected to negative experience after negative experience with a climax that is both satisfying yet questions both the audiences empathy/sympathy towards the joker 10/102 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Amazing,I loved every second. The movie becomes one of my all time favorite. I couldnt decide is it the director todd phillips or joaquin phoenix perfected the movie. Just a masterpiece i would call it mona lisa of cinema2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
"Haunting, so realistic , and Joaquin","Unlike any other R rated movie I've seen. The violence is so unsettling, shocking, realistic, shot and edited so well, and with the addition of that score, it really makes you uncomfortable as if you were seeing a real life footage. Demands your attention from start to finish, no second is wasted. And yeah Joaquin is gonna win an Oscar2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
One of the Best movies of the Best movies of decade,This Man deserves an Oscar soundtracks also the best that can ve.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Inspiring!,"Such a breath of fresh air after 6 stuffy avengers movies with a bunch of grumpy faced captain america. finally a happy super hero movie. never felt like i related more to a character more in my life. Jaquin Phoenix, always considered the man brilliant. now hes a legend.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
The Joker is back,"Best dark thriller suspense movie you will get. This movie is a masterpiece. Phoenix is a true master the art of transforming himself into this character. Definitely a top contender for Oscar.
Bravo!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Let's dive deep!,"I heard a lot of people complaining about the fact that this Joker got nothing to do with Batman's Joker that we all know and love. Well, you're missing many points here!1-This movie is supposed to be a non-canon one, meaning it's more of else world story than it's a continuity.
2-The movie is made to tell the story of how society can drive a man into madness and they nailed it.
3-Up till this very moment, The Joker never had an origin story. In the comics you gonna have the vet accident, the failing comedian, the three jokers, the lazuras pit joker, etc. So why all the madness about a story that suggest a different background and taking a page from the comics as well while they do it resulting in the most believable and humane story ever!
4-The acting was great, the movie was meh! Seriously guys you're missing it all over again, if you think the acting is solid then the movie is solid cause this is a one man show, it tells the story from Arthur's perspective.Pay a good second watch to the movie and enjoy a masterpiece that we'll have to wait a while till we learn how to praise it."
Horribly awesome,"For me I call tell, this movie is one of the best movies I have ever seen in my entire life in term of acting, sound effects, story,..... despite of having very dark depressing moments in this movie, you still sense the feeling of greatness after finish watching the movie.
First time ever to watch a realistic comic movie which made him a one of a kind.
The problem is this movie might encourage some evil things in our real world to whose see themselves in this movie in a way or another, the fact that the moments and situations you experienced in the joker might happened to you through your life, how many times you got a depressing situations where someone enjoys making fun of you or mocking your life, character, origin, religion, skin color. Ideology or even just bullying you in school. Let's think about that. Hurting someone's feeling is funny it can destroys everything2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
There is no film such as this,"This is as unique of a film as you'll ever see. I've never been in an awe of an acting performance as I am of Joaquin... this is a masterful performance and an absolute masterpiece of a film. The critics who gave it bad reviews need to go back and rewatch this film...no idea what some of these critics were thinking. Wildly entertaining, powerful and captivating.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
This is easily the movie of the year.,"I left the theater speechless. This is a perfect movie, I dare to say this is one of the best films of the decade. This is not another empty superhero movie, this is art and elegance.It MUST win an Oscar, at least for Joaquin Phoenix. Otherwise, I'll never believe im those awards again.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
DC released the Clown...,"Fantastic movie, Joaquin is the Joker to the tee. It's an emotional ride that makes you feel sorry for him and relate to people with metal illnesses etc.I salute the Director/writers for this and Joaquin should walk out with all the Oscars.I would love them to bring him into the next Batman movie!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Just go see it,"Seriously.
Just go see it.
If you wanna feel something.
Just go see it.
If you feel like there's no more great movies.
Just go see it.If you thought dark night was dark.
Just go see it.Seriously.
Just go see it.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
MUST WATCH,The only risk for society is that you don't go and watch the Joker2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Instant classic!,"Joker will go down as a classic. Doesn't feel like a comic movie at all which is great. A few iconic scenes in this film, brilliantly done. The final 20 minutes is well worth the wait. Joaquin Phoenix is incredible. 10/102 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
More than expected,Buzz created by joker before the release is extraordinary. From trailer it's obvious that Joaquin phoenix did a Oscar worthy performance. And in trailers they haven't given away much. I was unsure whether it will reach my expectations. But this film crosses my expectations. Nothing extravagant or mind blowing. But the way the director told the simple story combined with extra ordinary acting and cinematography is simply superb. Go watch it in cinemas if you haven't watched already.... :)2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Worthy of all the praise it can get,"What is there to say about this movie that hasn't already been said? Joker is a meticulous, expertly crafted piece of art, in terms of writing, direction, cinematography, and especially performance. Every element of this film is a solid piece of the framework and each lends their strengths to each other in a way that hasn't been seen in a comic book movie before.From Pheonix's heart-wrenching, mesmerizing, and terrifying performance, to the tension building, tragic score, to the harsh depth of field that leaves the viewer in a dream-land, as if everything in the world is an illusion. There isn't a single element of Joker that isn't filled with passion and careful consideration. A week after seeing it and I've done nothing but think about each element more and more - it's a story that begs for repeat viewings, filled to the brim with detail, leaving space for theorizing and conspiring, the perfect way to do a Joker origin movie:""If I'm going to have a past, I'd rather it be multiple choice""The only slight downfalls of this near masterpiece is that in some parts it can feel a little repetitive, and it does heavily borrow from Scorcese films such as Taxi Driver & King of Comedy, but ultimately these are minor nitpicks in an unforgettable, unsettling, and thought-provoking narrative that will continue to be discussed and theorised for years.Filled with quotables, memorable moments, shocking moments, shocking moments with hints of Joker comedy, this is definitely the perfect Joker origin story, as well as an important message/warning to society regarding the 1%."
One of the best character breakdown,"The character grows beautifully and the acting skills were perfection, I know you probably seen some reviews criticising the violence but this movie shows that when you don't recognise mental health problems and on top you get bullied on a daily basis then it can only lead to two things.. one you end up dead through suicide or you become suicidal and others end up dead.
It's a masterpiece that you cannot miss2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Epic,A triumph for cinema. Todd Phillips has created an exceptional film.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Unreal,Perfect representation of mental health spiralling2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Cinematic Genius,"It's been 12 hours since I saw Joker at my local cinema and my head is still spinning.
I didn't get much sleep and I'm still trying to process what happened.
It was nothing short of a feast for the senses and I just wanted more.Make no mistake - this is cinematic brilliance at its highest level.
A masterpiece.
Hauntingly beautiful, magnificent, mesmerizing.
Stunning.
Chilling.
I honestly don't think I blinked during the two hours in fear of missing something.The onscreen world immediately captures you and pulls you in to an 80's Gotham City.
The thunderous Dolby Atmos soundtrack is beautiful, chilling and at times downright terrifying.If you are expecting a non-stop gore fest then you will be bitterly disappointed.
There are a handful of shootings.
What you will experience is a classic film of unprecedented genius, both artistically and technically.I must admit I went into the theatre with a bias towards Joaquin Phoenix.
Everyone has read the stories of his whacky antics and frequent meltdowns.
I'd seen his on set rant on talk show Jimmy Kimmel a few weeks back and thought him to be just another pretentious actor.
All is forgiven.
His performance in this film is truly breathtaking.Joker is not just another DC superhero film, it's a journey into the mind of a twisted psychopath who needed help but didn't get it.
For some reason, actors who have previously played this character (Nicholson, Ledger, Leto, Romero, etc.) have all turned in both sterling and mesmerizing performances.
But it's Phoenix who now wears the crown as The Clown Prince Of Crime.Here is my rather modest prediction come Oscar season.Best picture.
Best screenplay.
Best director.
Best cinematography.
Best actor in a leading role.
Best musical score.
Best sound editing.What I'm trying to say is this is undoubtably the best piece of modern cinema I have ever seen.P.S. For those uneasy about Gary Glitter coining in the royalties for his track in the film, his catalogue was bought out years ago by a UK based publishing company so he will not be receiving a dime for the tracks inclusion."
Best movie,One of the best movies from DC after a long time. Really enjoyed it a lot2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Awesome Movie,"Joker needs an Oscar, absolutely brilliant movie!!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Purely a masterpiece,"Joaquin Phoenix is amazing, the way the movie is made is wow, everything about it it's strange and it keeps you to your seat. Thank you for the show, gents. I've witnessed the best movie of the year.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
5 Cheers for JOKER,"JOKER is a classy, demented spotlight on an over saturated character that has the story telling ability of a gritty 90's thriller with the Oscar award winning polish of a Scorsese bio picture. It made you connect with the human inside the monster and then made you hate yourself for doing so.5🍻2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Any review would undermine this artwork!,"Just like millions around the world, I was on my toes for the Joker to come out and indulge us with some extraordinary performance. Fact of the matter, we witnessed a little more than we signed up for. Joaquin phoenix delivered a new standard for acting, embracing a complex dramatic ascension of the Joker character throughout the movie, shedding focus on the horrendous truth of the society we live in. The tragedy was so intense I couldn't hold my tears in some scenes, but as the Joker said ""I used to think my life was a tragedy, but now I realize it's a comedy"".2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
It's hard to explain how powerful this movie is,"All I can say is that I never felt so much sympathy for a villain like the Joker in this movie because beside all the evil which awakes more and more in him he is a victim in the end. His life started under the worst circumstances but the final burning mark is given by a ruthless, exploiting society where your social background determines the rest of your life.Acting is superb. Joaquin Phoenix found his destiny in this role.After watching this movie I saw an imaginary line in the end credits ""This movie is dedicated to all the lost and tortured souls out there"". I feel like there is a part of this villain within me. I finally managed to control my inner demons so I could escape a dark future. Arthur Fleck failed in a sad but not surprising way.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
The masterpiece,"One of the best movies I have watched in a long long time. Reflecting todays world, full of selfishness. Joaquin is amazing! Oscar is waiting for this movie!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Wow what a film,"I've never felt compelled enough to write a review about a movie before but this film has made me feel the need to do so.The setting for this film was just perfect and I was engrossed from minute one. Phoenix portrayal of the ""Joker"" was just sublime, he deserves every last bit of credit for bringing this character to life once again on the big screen.Having said that I feel that it's not all about Phoenix but the supporting cast all have such a big part to play in the development of The jokers character.I think it is an Oscar worthy film with Oscar worthy performances. The picture, the score, the acting are all beyond amazing!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
MR JOAQUIN PHOENIX,What a movie.....the joker he deserves the Oscar for the great acting...2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Joker is a victim of an uncaring society,"This movie is a story of mentally ill person being pushed out of society, abused by people around him and broken by people he idolize.
This isn't a some fictional story filled with CGI, and to some this isn't even a fictional story. There are lots of people who are treated just like Joker. They suffer in silence, their existence is treated as nuisance, their calls for help are called ""toxic"" or ""privileged"". Society so happily mistreat people, but then act in shock and horror when those people break.
Joker is a movie about pain and irony of the world. It shows how society treat those who are different and how it repays those who have dreams. This movie forces abusers to see the life of their victims, it shows the consequences of careless evil. That is why abusers and generally evil people can't stand this movie - because it shows them who the true villain is. Joker isn't the villain of this movie. He does lots of horrid things, the character should rot in jail for his actions, but shouldn't the people who made him suffer the same fate? Joker is a product of torture, so he lashes out against his torturers. Nothing more.By the way, it also have great comedic moments, but as Joker says himself: ""Humor is subjective""."
masterpiece,"Movie of the year.
Joaquin Phoenix performance was amazing and he definitely deserve the oscar.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
